TransactionID,fraud_probability,risk_category
4080727,0.99136895,CRITICAL
4058485,0.9913612,CRITICAL
3886432,0.99135756,CRITICAL
4006104,0.99135613,CRITICAL
3930759,0.9913395,CRITICAL
4034220,0.9913366,CRITICAL
3764778,0.991334,CRITICAL
3868212,0.9913318,CRITICAL
3845631,0.9913306,CRITICAL
3785077,0.9913271,CRITICAL
3952643,0.991327,CRITICAL
3778325,0.99131787,CRITICAL
3848434,0.9913111,CRITICAL
3932320,0.9913094,CRITICAL
4045594,0.99129105,CRITICAL
3834068,0.9912846,CRITICAL
3755643,0.99128354,CRITICAL
3876151,0.9912646,CRITICAL
3870773,0.99126375,CRITICAL
3930170,0.9912463,CRITICAL
3964069,0.99124336,CRITICAL
3861340,0.9912407,CRITICAL
4048355,0.9912373,CRITICAL
3796138,0.99123,CRITICAL
3774628,0.9912271,CRITICAL
3813416,0.9912253,CRITICAL
4104778,0.9912135,CRITICAL
3827491,0.9912076,CRITICAL
4141487,0.99119544,CRITICAL
4045575,0.9911699,CRITICAL
4095438,0.9911487,CRITICAL
3909268,0.991146,CRITICAL
3730317,0.9911273,CRITICAL
4006601,0.9911254,CRITICAL
3954742,0.99111265,CRITICAL
4033130,0.9911089,CRITICAL
3819538,0.99110234,CRITICAL
3862648,0.9910999,CRITICAL
3967412,0.99109566,CRITICAL
3721906,0.9910891,CRITICAL
3870627,0.9910849,CRITICAL
3723571,0.9910816,CRITICAL
3687099,0.9910812,CRITICAL
3841671,0.9910664,CRITICAL
3706437,0.99106044,CRITICAL
3864793,0.99105585,CRITICAL
3992703,0.99104965,CRITICAL
3793763,0.9910488,CRITICAL
3787033,0.99104285,CRITICAL
3916216,0.99102706,CRITICAL
3924015,0.9910041,CRITICAL
3678151,0.99099755,CRITICAL
4105692,0.990989,CRITICAL
3872108,0.9909875,CRITICAL
4003045,0.99098337,CRITICAL
3732914,0.9909769,CRITICAL
3845548,0.9909725,CRITICAL
3785936,0.99096817,CRITICAL
3698013,0.99095637,CRITICAL
3901390,0.9909537,CRITICAL
3842535,0.99095047,CRITICAL
4142121,0.99094605,CRITICAL
3711441,0.9909388,CRITICAL
3913800,0.9909348,CRITICAL
3734879,0.990934,CRITICAL
3698860,0.99093103,CRITICAL
3883989,0.99092615,CRITICAL
4169590,0.99092144,CRITICAL
3712468,0.99090743,CRITICAL
4030626,0.9909032,CRITICAL
3783052,0.99090284,CRITICAL
3734825,0.9909016,CRITICAL
3734889,0.9908914,CRITICAL
4050117,0.99088365,CRITICAL
3937131,0.9908749,CRITICAL
3773902,0.9908668,CRITICAL
3783132,0.9908597,CRITICAL
3782246,0.9908574,CRITICAL
3845899,0.9908404,CRITICAL
3706965,0.99083614,CRITICAL
3720165,0.99083406,CRITICAL
3795604,0.9908284,CRITICAL
4012313,0.99082243,CRITICAL
3769141,0.9908183,CRITICAL
3850556,0.99081635,CRITICAL
4120869,0.9908031,CRITICAL
3966227,0.99079925,CRITICAL
3824309,0.9907895,CRITICAL
3837890,0.9907838,CRITICAL
3785938,0.99075806,CRITICAL
3767152,0.9907578,CRITICAL
3782460,0.9907515,CRITICAL
3723397,0.99074614,CRITICAL
3719336,0.990746,CRITICAL
3803687,0.99072427,CRITICAL
3668993,0.99072284,CRITICAL
3854223,0.9907188,CRITICAL
3930600,0.9907182,CRITICAL
4140866,0.99071723,CRITICAL
4075501,0.99070686,CRITICAL
3826052,0.99070424,CRITICAL
3845630,0.9906985,CRITICAL
3750817,0.9906941,CRITICAL
3672466,0.99067783,CRITICAL
3850782,0.9906749,CRITICAL
3717517,0.99067456,CRITICAL
3754268,0.9906707,CRITICAL
3675175,0.99066716,CRITICAL
3992698,0.99065346,CRITICAL
3697069,0.99065137,CRITICAL
3738247,0.9906322,CRITICAL
3729076,0.9906322,CRITICAL
3688982,0.9906238,CRITICAL
3712003,0.9906211,CRITICAL
4026350,0.9906176,CRITICAL
4122480,0.9906075,CRITICAL
4098690,0.99060667,CRITICAL
4108690,0.9906061,CRITICAL
4128196,0.99060506,CRITICAL
4117362,0.9906036,CRITICAL
3978872,0.9905957,CRITICAL
3739292,0.99058783,CRITICAL
3705887,0.9905806,CRITICAL
3732640,0.9905798,CRITICAL
3708421,0.9905777,CRITICAL
3689753,0.990567,CRITICAL
3847317,0.9905612,CRITICAL
3969869,0.99054027,CRITICAL
4149841,0.99053943,CRITICAL
4095429,0.99053943,CRITICAL
4061520,0.99053204,CRITICAL
3830535,0.99053156,CRITICAL
3831978,0.99053127,CRITICAL
4050839,0.99052787,CRITICAL
4054810,0.9905123,CRITICAL
4075362,0.9905099,CRITICAL
3720857,0.99050796,CRITICAL
3844909,0.990493,CRITICAL
3817966,0.9904918,CRITICAL
3770390,0.9904805,CRITICAL
3872698,0.9904632,CRITICAL
3937681,0.99045324,CRITICAL
3870141,0.9904394,CRITICAL
3775500,0.9904261,CRITICAL
3916890,0.9904225,CRITICAL
4119026,0.99041826,CRITICAL
3778908,0.99041814,CRITICAL
3712394,0.9904156,CRITICAL
3756344,0.99041474,CRITICAL
3818353,0.9904101,CRITICAL
3677171,0.9904083,CRITICAL
3697102,0.9903948,CRITICAL
3870150,0.9903908,CRITICAL
4050577,0.9903898,CRITICAL
4045564,0.990384,CRITICAL
3918427,0.99037373,CRITICAL
4142022,0.9903688,CRITICAL
3961507,0.99036205,CRITICAL
3777854,0.99035877,CRITICAL
3845627,0.99034566,CRITICAL
3728589,0.99034494,CRITICAL
3691801,0.9903348,CRITICAL
3888700,0.9903347,CRITICAL
4075393,0.99030507,CRITICAL
3782885,0.9903043,CRITICAL
3967924,0.9902941,CRITICAL
4101146,0.9902892,CRITICAL
3804442,0.99028695,CRITICAL
3805475,0.99027175,CRITICAL
4092040,0.99026006,CRITICAL
3845635,0.9902593,CRITICAL
3931945,0.9902473,CRITICAL
4122458,0.990247,CRITICAL
3876144,0.9902327,CRITICAL
3954839,0.9902222,CRITICAL
3733845,0.99022067,CRITICAL
3799247,0.99021566,CRITICAL
4038250,0.9902111,CRITICAL
4104556,0.9902047,CRITICAL
3787902,0.99020153,CRITICAL
3956130,0.9902008,CRITICAL
3680585,0.9902001,CRITICAL
3728869,0.990195,CRITICAL
3815311,0.9901932,CRITICAL
3897555,0.99019206,CRITICAL
3733017,0.9901917,CRITICAL
3905877,0.9901758,CRITICAL
3797106,0.9901636,CRITICAL
3930735,0.9901633,CRITICAL
3939308,0.99015677,CRITICAL
3722626,0.9901564,CRITICAL
4054904,0.99015373,CRITICAL
3748901,0.99014974,CRITICAL
3735146,0.9901472,CRITICAL
3769514,0.9901462,CRITICAL
3823768,0.9901455,CRITICAL
3854221,0.9901446,CRITICAL
3810482,0.9901404,CRITICAL
3697663,0.9901372,CRITICAL
3712043,0.99013317,CRITICAL
3797272,0.99012905,CRITICAL
3870084,0.9901202,CRITICAL
3850491,0.9901038,CRITICAL
4091198,0.99005884,CRITICAL
4054811,0.9900456,CRITICAL
3979428,0.99003875,CRITICAL
4012463,0.9900349,CRITICAL
3773900,0.9900333,CRITICAL
3855931,0.99002016,CRITICAL
3918809,0.9900193,CRITICAL
3667628,0.99001336,CRITICAL
4117452,0.99000496,CRITICAL
3924723,0.98999447,CRITICAL
3872700,0.9899858,CRITICAL
3720170,0.9899822,CRITICAL
3853939,0.989981,CRITICAL
4156670,0.9899771,CRITICAL
3963055,0.98997635,CRITICAL
3873269,0.9899705,CRITICAL
3928739,0.98996794,CRITICAL
3697999,0.9899624,CRITICAL
3956103,0.9899586,CRITICAL
3706383,0.98994607,CRITICAL
3832717,0.9899289,CRITICAL
3698014,0.9899256,CRITICAL
4148642,0.9899137,CRITICAL
4086829,0.9898969,CRITICAL
3912239,0.989888,CRITICAL
3832020,0.98988414,CRITICAL
3748127,0.98988336,CRITICAL
3901979,0.9898802,CRITICAL
3706389,0.9898755,CRITICAL
3861279,0.9898747,CRITICAL
4083722,0.9898711,CRITICAL
3922455,0.9898644,CRITICAL
3732441,0.98985237,CRITICAL
3737301,0.9898516,CRITICAL
3706443,0.98984516,CRITICAL
3991928,0.98984164,CRITICAL
4156259,0.9898329,CRITICAL
3775759,0.9898319,CRITICAL
4125878,0.98980767,CRITICAL
3841700,0.98980206,CRITICAL
3830487,0.9897915,CRITICAL
3672485,0.9897836,CRITICAL
3912243,0.9897636,CRITICAL
4004275,0.9897626,CRITICAL
3992941,0.9897441,CRITICAL
3931936,0.98974216,CRITICAL
3936463,0.98973596,CRITICAL
3920419,0.9897176,CRITICAL
3787903,0.9897153,CRITICAL
3843501,0.98970044,CRITICAL
3668318,0.98969954,CRITICAL
4006411,0.989698,CRITICAL
4006419,0.989698,CRITICAL
3711980,0.9896941,CRITICAL
3843499,0.98968595,CRITICAL
3824325,0.98968047,CRITICAL
4075430,0.98967487,CRITICAL
3706439,0.9896666,CRITICAL
3993855,0.989661,CRITICAL
3836977,0.9896457,CRITICAL
3768101,0.9896436,CRITICAL
4070183,0.9896423,CRITICAL
3773642,0.9896144,CRITICAL
4150385,0.98960006,CRITICAL
3868940,0.9895991,CRITICAL
4062040,0.98959714,CRITICAL
3908082,0.98959035,CRITICAL
3845363,0.9895779,CRITICAL
3852484,0.989574,CRITICAL
3968492,0.98955625,CRITICAL
3837808,0.9895551,CRITICAL
3979416,0.9895544,CRITICAL
3805465,0.9895481,CRITICAL
3846110,0.98954725,CRITICAL
3815727,0.9895455,CRITICAL
4075858,0.98953444,CRITICAL
3709405,0.98952746,CRITICAL
4047959,0.9895242,CRITICAL
3737299,0.98951215,CRITICAL
3846169,0.9895079,CRITICAL
3767148,0.9895046,CRITICAL
3789979,0.98950255,CRITICAL
3681341,0.989493,CRITICAL
3730175,0.9894693,CRITICAL
4117477,0.9894605,CRITICAL
3754261,0.9894587,CRITICAL
3869765,0.98943686,CRITICAL
3814765,0.9894338,CRITICAL
3850608,0.9894337,CRITICAL
3667979,0.98943067,CRITICAL
3907859,0.9894287,CRITICAL
3804655,0.98942673,CRITICAL
3854205,0.98942673,CRITICAL
4159978,0.98941714,CRITICAL
3761768,0.98940736,CRITICAL
3933740,0.989405,CRITICAL
4036685,0.9893913,CRITICAL
3719363,0.98938584,CRITICAL
4106104,0.9893792,CRITICAL
3792909,0.98937446,CRITICAL
4054819,0.9893718,CRITICAL
3722665,0.9893701,CRITICAL
3694970,0.98936975,CRITICAL
3779542,0.98936886,CRITICAL
3796710,0.9893617,CRITICAL
3751875,0.9893612,CRITICAL
3889676,0.98935974,CRITICAL
3851999,0.9893505,CRITICAL
3681643,0.98935026,CRITICAL
3845908,0.9893461,CRITICAL
3846887,0.98931926,CRITICAL
4105687,0.9893085,CRITICAL
3829322,0.9893028,CRITICAL
3991744,0.9893015,CRITICAL
3694969,0.989298,CRITICAL
3706514,0.98928666,CRITICAL
3710302,0.98928005,CRITICAL
3684204,0.98926765,CRITICAL
3854211,0.9892665,CRITICAL
4057271,0.9892644,CRITICAL
4106102,0.9892512,CRITICAL
3803697,0.9892407,CRITICAL
3845860,0.98923045,CRITICAL
3812043,0.9892251,CRITICAL
3788681,0.9892202,CRITICAL
3896104,0.98921865,CRITICAL
3961520,0.98921835,CRITICAL
4020303,0.9892125,CRITICAL
3855166,0.98921144,CRITICAL
3725597,0.98919964,CRITICAL
4065672,0.98919594,CRITICAL
3773895,0.9891593,CRITICAL
4156239,0.9891543,CRITICAL
3742611,0.98914975,CRITICAL
3790089,0.9891495,CRITICAL
3788685,0.9891467,CRITICAL
3780328,0.9891459,CRITICAL
3872008,0.9891389,CRITICAL
3881455,0.9891317,CRITICAL
4098844,0.9891277,CRITICAL
3711661,0.98911256,CRITICAL
4105811,0.98911065,CRITICAL
3808875,0.9891077,CRITICAL
3753345,0.9891077,CRITICAL
3682729,0.98908967,CRITICAL
3812777,0.9890872,CRITICAL
3961726,0.9890726,CRITICAL
3732653,0.9890716,CRITICAL
3870096,0.98905855,CRITICAL
3784621,0.989031,CRITICAL
3712034,0.9890274,CRITICAL
3779549,0.98901016,CRITICAL
3680196,0.98900676,CRITICAL
3865082,0.9889994,CRITICAL
3815957,0.9889985,CRITICAL
3767520,0.9889965,CRITICAL
3852009,0.9889768,CRITICAL
3792709,0.98897237,CRITICAL
4054816,0.9889671,CRITICAL
3870552,0.9889599,CRITICAL
3666309,0.98895735,CRITICAL
3786551,0.98895276,CRITICAL
3952639,0.98892283,CRITICAL
3758707,0.9889169,CRITICAL
3877650,0.98890626,CRITICAL
3804614,0.9888966,CRITICAL
3881948,0.9888543,CRITICAL
3967931,0.98885113,CRITICAL
4012390,0.98884946,CRITICAL
3743880,0.9888432,CRITICAL
3827469,0.9888334,CRITICAL
3911380,0.9888334,CRITICAL
3930184,0.988825,CRITICAL
4054365,0.9888166,CRITICAL
3914715,0.98881525,CRITICAL
3668314,0.9888004,CRITICAL
3712310,0.98879784,CRITICAL
3818045,0.9887931,CRITICAL
4161210,0.98878795,CRITICAL
3733013,0.9887748,CRITICAL
3848362,0.9887729,CRITICAL
3885128,0.9887655,CRITICAL
3978871,0.98874986,CRITICAL
4067673,0.9887468,CRITICAL
4050219,0.98873466,CRITICAL
3750811,0.98873,CRITICAL
3735110,0.9887215,CRITICAL
4160643,0.988705,CRITICAL
3758703,0.98867863,CRITICAL
4066331,0.98867714,CRITICAL
3873757,0.9886529,CRITICAL
3706699,0.98864627,CRITICAL
3775085,0.9886458,CRITICAL
4157828,0.98863655,CRITICAL
3697370,0.98863494,CRITICAL
3872419,0.98862934,CRITICAL
3720546,0.9886198,CRITICAL
4050468,0.9886125,CRITICAL
4001004,0.98861235,CRITICAL
3735090,0.98859626,CRITICAL
4157878,0.9885953,CRITICAL
3979371,0.9885923,CRITICAL
4095428,0.9885908,CRITICAL
3728867,0.98858005,CRITICAL
3963048,0.98857576,CRITICAL
3758712,0.98856467,CRITICAL
3691440,0.9885565,CRITICAL
3713326,0.9885557,CRITICAL
3713317,0.9885539,CRITICAL
3994490,0.9885494,CRITICAL
4010299,0.98854816,CRITICAL
3874006,0.98854536,CRITICAL
3719033,0.98854303,CRITICAL
4093750,0.98853344,CRITICAL
3868617,0.9885301,CRITICAL
3870558,0.9885222,CRITICAL
3755558,0.9885184,CRITICAL
3893470,0.98849815,CRITICAL
4034214,0.988487,CRITICAL
3975194,0.9884803,CRITICAL
3765426,0.9884736,CRITICAL
3838978,0.9884692,CRITICAL
3697455,0.9884621,CRITICAL
3754322,0.98845285,CRITICAL
3877664,0.9884289,CRITICAL
3900764,0.9884282,CRITICAL
3665387,0.98842514,CRITICAL
3775745,0.988419,CRITICAL
3702090,0.9884143,CRITICAL
3728957,0.9884105,CRITICAL
3697066,0.98840463,CRITICAL
3778870,0.98839974,CRITICAL
4049377,0.98839927,CRITICAL
3782432,0.98837847,CRITICAL
3676883,0.98835015,CRITICAL
3855908,0.9883487,CRITICAL
3733830,0.98834467,CRITICAL
3845374,0.9883129,CRITICAL
3737297,0.9883124,CRITICAL
4043652,0.9883108,CRITICAL
4099986,0.9883101,CRITICAL
3675200,0.98830926,CRITICAL
3708062,0.9883073,CRITICAL
3850791,0.9882874,CRITICAL
3932656,0.9882841,CRITICAL
3855789,0.9882791,CRITICAL
3798928,0.98827565,CRITICAL
3814010,0.9882736,CRITICAL
3895415,0.98827213,CRITICAL
4147605,0.9882714,CRITICAL
3810476,0.9882705,CRITICAL
3832913,0.9882681,CRITICAL
3954789,0.98826456,CRITICAL
3847244,0.98825616,CRITICAL
3979475,0.9882555,CRITICAL
4083889,0.98825336,CRITICAL
3815955,0.9882433,CRITICAL
3764849,0.98823756,CRITICAL
3870420,0.9882289,CRITICAL
3870101,0.9882216,CRITICAL
3812668,0.98821837,CRITICAL
3739251,0.9881821,CRITICAL
3667612,0.98816353,CRITICAL
3767187,0.9881592,CRITICAL
3750116,0.98814327,CRITICAL
3854085,0.9881363,CRITICAL
3884016,0.9881166,CRITICAL
3884012,0.9881166,CRITICAL
3720067,0.9881022,CRITICAL
3865076,0.98810065,CRITICAL
3734116,0.98809206,CRITICAL
3949224,0.9880876,CRITICAL
3733994,0.9880822,CRITICAL
3935657,0.98807526,CRITICAL
3883990,0.9880676,CRITICAL
3926551,0.9880624,CRITICAL
4156168,0.98805875,CRITICAL
3897549,0.98805726,CRITICAL
3772095,0.98802584,CRITICAL
3689315,0.9880214,CRITICAL
3731772,0.98801404,CRITICAL
3705317,0.98801094,CRITICAL
3811954,0.9880067,CRITICAL
3738238,0.98798823,CRITICAL
3808976,0.98797554,CRITICAL
4060785,0.98797506,CRITICAL
3702098,0.9879732,CRITICAL
3937923,0.9879666,CRITICAL
3808890,0.98796046,CRITICAL
3810818,0.98795354,CRITICAL
3730182,0.987938,CRITICAL
4004338,0.98792934,CRITICAL
3732620,0.98792577,CRITICAL
3993810,0.9879247,CRITICAL
3718535,0.98789215,CRITICAL
3750780,0.98787785,CRITICAL
3938193,0.98786527,CRITICAL
3855606,0.98785406,CRITICAL
3783419,0.98785305,CRITICAL
4159603,0.987852,CRITICAL
3755631,0.98781884,CRITICAL
4050946,0.98781246,CRITICAL
3737315,0.98780894,CRITICAL
3851432,0.9878048,CRITICAL
3689892,0.98778963,CRITICAL
3924468,0.98778534,CRITICAL
3759118,0.9877822,CRITICAL
3715969,0.9877758,CRITICAL
4118718,0.9877709,CRITICAL
3698238,0.9877687,CRITICAL
3787403,0.9877616,CRITICAL
4042430,0.9877499,CRITICAL
3681520,0.98774266,CRITICAL
4050188,0.98774266,CRITICAL
3849865,0.98774195,CRITICAL
3745937,0.9877313,CRITICAL
4005792,0.9877287,CRITICAL
3737277,0.9877186,CRITICAL
4027414,0.98770744,CRITICAL
3813754,0.98770136,CRITICAL
3710205,0.98769695,CRITICAL
3856767,0.98768926,CRITICAL
3947076,0.98768127,CRITICAL
3755560,0.9876743,CRITICAL
4045598,0.98766744,CRITICAL
3730532,0.98766345,CRITICAL
3682321,0.9876561,CRITICAL
3850807,0.98765403,CRITICAL
4026288,0.98764926,CRITICAL
3933522,0.9876417,CRITICAL
3919691,0.98763883,CRITICAL
4050069,0.9876369,CRITICAL
3776463,0.98762786,CRITICAL
4050443,0.98759913,CRITICAL
3732951,0.9875874,CRITICAL
4057875,0.9875787,CRITICAL
4066317,0.98757845,CRITICAL
3783239,0.9875782,CRITICAL
3779443,0.9875729,CRITICAL
3671738,0.98756367,CRITICAL
4044264,0.9875442,CRITICAL
3815956,0.987542,CRITICAL
3712238,0.9875394,CRITICAL
3668998,0.98753846,CRITICAL
3920616,0.9875273,CRITICAL
3716598,0.98750776,CRITICAL
4147625,0.98750675,CRITICAL
3720065,0.98749614,CRITICAL
3986479,0.98749185,CRITICAL
3843460,0.98749,CRITICAL
3933579,0.98747975,CRITICAL
3845897,0.98747617,CRITICAL
3755003,0.98747337,CRITICAL
3680453,0.98746514,CRITICAL
3722103,0.98746,CRITICAL
3677330,0.98744595,CRITICAL
3753760,0.9874423,CRITICAL
3767584,0.9874408,CRITICAL
4045596,0.98743325,CRITICAL
3843538,0.98743045,CRITICAL
4148806,0.98742336,CRITICAL
3724795,0.9874206,CRITICAL
3724798,0.9874206,CRITICAL
3767199,0.98742026,CRITICAL
4141892,0.9873913,CRITICAL
3925329,0.9873903,CRITICAL
4161914,0.9873684,CRITICAL
3728857,0.9873554,CRITICAL
3741269,0.98734725,CRITICAL
3933524,0.9873131,CRITICAL
3679091,0.98730993,CRITICAL
3724807,0.9873018,CRITICAL
4087955,0.9872994,CRITICAL
3877133,0.9872853,CRITICAL
3999638,0.9872843,CRITICAL
3683353,0.98726416,CRITICAL
3967730,0.98725826,CRITICAL
4057982,0.987247,CRITICAL
4084965,0.987235,CRITICAL
4050578,0.98722005,CRITICAL
4150377,0.9872119,CRITICAL
3938200,0.98720783,CRITICAL
3985313,0.9872075,CRITICAL
4045602,0.98720527,CRITICAL
3876141,0.9871967,CRITICAL
3681535,0.9871709,CRITICAL
3785083,0.9871393,CRITICAL
3956100,0.987122,CRITICAL
3711884,0.9871141,CRITICAL
3713267,0.9870623,CRITICAL
3804072,0.98704755,CRITICAL
3690689,0.98704624,CRITICAL
3830740,0.98704416,CRITICAL
3933240,0.98704094,CRITICAL
3782419,0.98703766,CRITICAL
3829325,0.9870095,CRITICAL
3850808,0.98699284,CRITICAL
3845811,0.9869875,CRITICAL
4072526,0.98698074,CRITICAL
3743901,0.9869745,CRITICAL
4139006,0.98696566,CRITICAL
4031711,0.9869582,CRITICAL
3777019,0.9869408,CRITICAL
3994769,0.98693997,CRITICAL
3851991,0.9869327,CRITICAL
3884397,0.98692894,CRITICAL
3813176,0.98692375,CRITICAL
3817918,0.9869175,CRITICAL
3765428,0.9869148,CRITICAL
3839578,0.9869086,CRITICAL
3739944,0.9869064,CRITICAL
3712354,0.9868982,CRITICAL
3737336,0.9868902,CRITICAL
3736387,0.9868814,CRITICAL
3845646,0.98687077,CRITICAL
4106334,0.98685724,CRITICAL
3837819,0.9868515,CRITICAL
3841727,0.98683494,CRITICAL
3732638,0.9868124,CRITICAL
3675224,0.9867959,CRITICAL
3672128,0.9867927,CRITICAL
3719629,0.9867901,CRITICAL
4050130,0.9867792,CRITICAL
4045601,0.9867762,CRITICAL
3698839,0.9867747,CRITICAL
3826372,0.9867567,CRITICAL
3901993,0.98674834,CRITICAL
3766965,0.9867381,CRITICAL
4047282,0.9867367,CRITICAL
4045610,0.9867328,CRITICAL
4045607,0.9867328,CRITICAL
3705215,0.9867322,CRITICAL
3959043,0.98670816,CRITICAL
3712006,0.98669785,CRITICAL
3947067,0.98669213,CRITICAL
3776288,0.9866909,CRITICAL
3670672,0.98668206,CRITICAL
4045616,0.9866593,CRITICAL
3797271,0.9866556,CRITICAL
3735616,0.9866403,CRITICAL
4023857,0.9866384,CRITICAL
4138985,0.9866268,CRITICAL
4138993,0.98662645,CRITICAL
3700177,0.9865991,CRITICAL
3733849,0.98659724,CRITICAL
3865111,0.9865855,CRITICAL
4034217,0.98658144,CRITICAL
3889606,0.98657334,CRITICAL
3713329,0.9865659,CRITICAL
4044363,0.9865652,CRITICAL
3713508,0.98656255,CRITICAL
3697451,0.9865601,CRITICAL
3739620,0.9865508,CRITICAL
3836618,0.9865324,CRITICAL
3717589,0.9865226,CRITICAL
4080664,0.9865161,CRITICAL
3870132,0.9865107,CRITICAL
3674106,0.98650175,CRITICAL
3868603,0.9864884,CRITICAL
4091503,0.98648155,CRITICAL
4120876,0.98646563,CRITICAL
4050226,0.9864498,CRITICAL
4095160,0.9864487,CRITICAL
4049395,0.98644084,CRITICAL
3705945,0.98643446,CRITICAL
3738243,0.9864145,CRITICAL
4015084,0.98641115,CRITICAL
4011207,0.98640454,CRITICAL
4104523,0.9864026,CRITICAL
3673075,0.9863914,CRITICAL
4008435,0.98638785,CRITICAL
3837854,0.9863868,CRITICAL
3820980,0.98638386,CRITICAL
4169598,0.9863717,CRITICAL
3716506,0.98635584,CRITICAL
3705315,0.9863557,CRITICAL
3893951,0.98634964,CRITICAL
3826366,0.98634064,CRITICAL
3748133,0.986339,CRITICAL
3969817,0.9863331,CRITICAL
3718263,0.98632485,CRITICAL
3705957,0.9863239,CRITICAL
4048359,0.98631555,CRITICAL
3710252,0.9863138,CRITICAL
4017508,0.98629934,CRITICAL
4117372,0.9862844,CRITICAL
4065150,0.986265,CRITICAL
3779584,0.98625594,CRITICAL
3785887,0.9862546,CRITICAL
3731824,0.9862477,CRITICAL
3870126,0.9862459,CRITICAL
4045620,0.98623914,CRITICAL
3954843,0.9862325,CRITICAL
3883467,0.98623115,CRITICAL
4159414,0.98622036,CRITICAL
4058479,0.9862192,CRITICAL
3770277,0.9862098,CRITICAL
3829319,0.9862092,CRITICAL
3755615,0.9862091,CRITICAL
3923651,0.9861995,CRITICAL
3700142,0.9861988,CRITICAL
3865083,0.9861907,CRITICAL
3730187,0.986172,CRITICAL
4050060,0.98617077,CRITICAL
3720304,0.9861647,CRITICAL
3952834,0.9861557,CRITICAL
3986052,0.9861514,CRITICAL
4029154,0.9861486,CRITICAL
3713374,0.9861334,CRITICAL
3862315,0.9861178,CRITICAL
3706600,0.9861172,CRITICAL
3731303,0.98610955,CRITICAL
3694566,0.98610395,CRITICAL
3702057,0.9860912,CRITICAL
4065055,0.98608184,CRITICAL
3877657,0.9860687,CRITICAL
4034202,0.98606443,CRITICAL
3794885,0.98606294,CRITICAL
3694562,0.98604023,CRITICAL
3759155,0.98602885,CRITICAL
4128202,0.98602444,CRITICAL
3991743,0.98601776,CRITICAL
4011683,0.9860153,CRITICAL
3911848,0.98600614,CRITICAL
4044358,0.9859924,CRITICAL
3678143,0.9859912,CRITICAL
4089904,0.9859898,CRITICAL
3677170,0.9859827,CRITICAL
3767147,0.9859729,CRITICAL
3778321,0.98595935,CRITICAL
4056951,0.98594797,CRITICAL
3725630,0.98594517,CRITICAL
4109517,0.9859444,CRITICAL
3794932,0.98593277,CRITICAL
4109520,0.9859235,CRITICAL
3738384,0.98591816,CRITICAL
3723092,0.9859117,CRITICAL
4044355,0.98586756,CRITICAL
3941138,0.9858634,CRITICAL
3746565,0.985837,CRITICAL
3756738,0.98582757,CRITICAL
4054893,0.98579097,CRITICAL
3886373,0.985767,CRITICAL
3901397,0.98574907,CRITICAL
3942850,0.9857222,CRITICAL
4109515,0.9857218,CRITICAL
3783302,0.9857196,CRITICAL
4121517,0.9857146,CRITICAL
3713325,0.98570305,CRITICAL
3921086,0.9857017,CRITICAL
3675198,0.9856953,CRITICAL
3778370,0.985663,CRITICAL
3748123,0.9856473,CRITICAL
3751307,0.98564154,CRITICAL
3854106,0.98561573,CRITICAL
3901138,0.98560184,CRITICAL
3923733,0.9855957,CRITICAL
3804591,0.98559386,CRITICAL
4017221,0.9855865,CRITICAL
3746622,0.9855854,CRITICAL
3667960,0.98558503,CRITICAL
4012387,0.98557603,CRITICAL
3882970,0.9855585,CRITICAL
3733146,0.98553616,CRITICAL
4126254,0.9855262,CRITICAL
3702527,0.98552203,CRITICAL
3772572,0.98551154,CRITICAL
3861020,0.9855096,CRITICAL
4083869,0.98549914,CRITICAL
3918607,0.98549473,CRITICAL
3697431,0.9854902,CRITICAL
3753761,0.985487,CRITICAL
3839023,0.9854813,CRITICAL
3886430,0.9854746,CRITICAL
3840847,0.98546743,CRITICAL
3969686,0.98545766,CRITICAL
3812699,0.98545283,CRITICAL
4008442,0.98545146,CRITICAL
3754255,0.9854408,CRITICAL
3799960,0.9854204,CRITICAL
3776849,0.9854155,CRITICAL
3728731,0.98540944,CRITICAL
3712326,0.9854027,CRITICAL
3819607,0.98540133,CRITICAL
3729387,0.98538893,CRITICAL
3782569,0.985385,CRITICAL
3814769,0.9853839,CRITICAL
3691462,0.9853778,CRITICAL
3782561,0.98536855,CRITICAL
3936580,0.9853624,CRITICAL
3751705,0.98535895,CRITICAL
3803521,0.9853571,CRITICAL
4067263,0.9853461,CRITICAL
3947105,0.9853441,CRITICAL
4050256,0.9853439,CRITICAL
3920615,0.98533416,CRITICAL
3745620,0.98532987,CRITICAL
3667929,0.9853195,CRITICAL
3855654,0.9853152,CRITICAL
3738095,0.9853078,CRITICAL
3880063,0.9853011,CRITICAL
3896158,0.9853007,CRITICAL
3710739,0.9853005,CRITICAL
3706579,0.985292,CRITICAL
3868938,0.98528624,CRITICAL
3689895,0.9852806,CRITICAL
3767594,0.9852765,CRITICAL
3678124,0.9852738,CRITICAL
3849264,0.98527366,CRITICAL
3795601,0.9852718,CRITICAL
4109522,0.9852697,CRITICAL
3689612,0.9852632,CRITICAL
4108701,0.9852565,CRITICAL
3711222,0.9852555,CRITICAL
3870083,0.9852549,CRITICAL
3845863,0.9852518,CRITICAL
3832035,0.98523664,CRITICAL
4047273,0.9852313,CRITICAL
3713361,0.9852282,CRITICAL
3694564,0.9852056,CRITICAL
4045625,0.9852019,CRITICAL
3960484,0.98519784,CRITICAL
