CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SPENDING_POWER,LIQUIDITY_STRESS,PAYMENT_EFFICIENCY,TRX_SIZE,CASH_DEPENDENCY,FINANCIAL_HEALTH,ENGAGEMENT_SCORE,Cluster
C10872,3616.993845,0.888889,0.0,0.0,0.0,4653.693195,0.0,0.0,0.0,0.555556,7.0,0.0,5500.0,529.726072,1294.501736,0.0,9.0,0.0,1.2866190528414168,0.4092123303231383,0.0,0.9999999985714286,0.10270942706529376,0.49166669999999996,0
C10873,5911.506531,1.0,3999.92,2675.0,1195.81,4653.693195,1.0,0.571429,0.857143,0.583333,15.0,15.0,12000.0,6083.426724,1287.324868,0.2,8.0,0.3333266666663889,0.7872262629818835,4.725634433990243,266.6613331555591,0.4999999998333333,0.3822123367751232,0.8999999999999999,0
C10874,4438.521324,1.0,591.84,109.16,482.68,564.365429,0.636364,0.181818,0.454545,0.272727,3.0,11.0,12000.0,5552.601399,1094.486286,0.0,11.0,0.0493199999999589,0.12715167683144568,5.073248947908031,53.80363631472397,0.21428571413265304,0.4247512526602965,0.8295455999999999,0
C10875,2210.404961,1.0,1790.64,1358.4,432.24,1660.66756,1.0,0.833333,1.0,0.583333,15.0,52.0,10500.0,6083.426724,478.820544,0.0,12.0,0.17053714285698043,0.7512956174515603,12.70502446084049,34.435384608762426,0.2238805969815104,0.46968139344846416,1.0,0
C10876,2315.003636,1.0,0.0,0.0,0.0,3253.033658,0.0,0.0,0.0,0.583333,15.0,0.0,3000.0,2467.952091,986.843214,0.0,12.0,0.0,1.405195917362243,2.5008553090937014,0.0,0.9999999993333333,0.06849963660077167,0.6,0
C10877,1255.779743,1.0,385.0,385.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,5000.0,89.921689,304.67035063753895,0.0,12.0,0.076999999999846,0.0,0.2951442068743566,192.4999990375,0.0,0.5246532154201506,0.6666668,0
C10878,62.596086,1.0,475.0,0.0,475.0,0.0,1.0,0.0,0.916667,0.0,0.0,12.0,1500.0,408.132037,170.451899,0.9,12.0,0.31666666666455556,0.0,2.394411792244426,39.58333330034722,0.0,0.9474807828000835,1.0,0
C10879,5280.649637,1.0,0.0,0.0,0.0,1786.833644,0.0,0.0,0.0,0.333333,4.0,0.0,6000.0,1648.300986,1264.637138,0.0,12.0,0.0,0.33837383027209084,1.3033786028091217,0.0,0.9999999975,0.035967518900440025,0.6,0
C10880,170.907823,0.909091,1366.3,1366.3,0.0,0.0,0.5,0.5,0.0,0.0,0.0,11.0,2000.0,3453.112338,139.388035,0.4,12.0,0.6831499999965842,0.0,24.773376981404937,124.20909079617354,0.0,0.7343638265501282,0.7727273,0
C10881,1271.212003,0.909091,76.94,76.94,0.0,0.0,0.181818,0.181818,0.0,0.0,0.0,2.0,1500.0,257.110005,277.714185,0.0,11.0,0.05129333333299138,0.0,0.9258079668877625,38.46999980765,0.0,0.3457575994016949,0.6204544999999999,0
C10882,5911.506531,1.0,2126.7,2026.7,100.0,1622.219455,0.5,0.25,0.416667,0.5,7.0,10.0,12000.0,2494.033369,2642.937347,0.0,12.0,0.17722499999985228,0.27441726512358916,0.9436596640558061,212.66999978732997,0.4117647056401384,0.32868292503308166,0.8,0
C10883,992.599867,1.0,100.0,100.0,0.0,593.181763,0.083333,0.083333,0.0,0.166667,3.0,1.0,1200.0,89.921689,1322.8989872705508,0.0,12.0,0.0833333333326389,0.5976041129109118,0.06797320873670762,99.99999900000002,0.7499999981250001,0.12685003381456786,0.6333332,0
C10884,5911.506531,1.0,0.0,0.0,0.0,3330.326162,0.0,0.0,0.0,0.166667,5.0,0.0,12000.0,4056.944212,2592.311811,0.0,12.0,0.0,0.5633633566215486,1.56499082971788,0.0,0.9999999980000001,0.15221233732512315,0.6,0
C10885,4419.30294,1.0,3999.92,2675.0,1650.71,4653.693195,1.0,0.666667,1.0,0.5,15.0,57.0,12000.0,6083.426724,1448.585054,0.416667,12.0,0.3333266666663889,1.053037833833014,4.199564745721866,70.17403507540807,0.20833333330439816,0.5936842265087726,1.0,0
C10886,2173.621597,1.0,200.0,200.0,0.0,201.404735,0.083333,0.083333,0.0,0.25,4.0,1.0,8000.0,495.968187,502.765453,0.0,12.0,0.02499999999996875,0.09265860041004802,0.9864802444772099,199.99999800000003,0.7999999984,0.2784891905926019,0.6333332,0
C10887,5911.506531,1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4.0,43.0,11500.0,2972.248185,2760.115734,0.0,12.0,0.19051739130418213,0.3236653976381716,1.076856360904043,50.95232556954596,0.08510638296061566,0.4202548712597755,1.0,0
C10888,2320.309453,1.0,2896.05,2209.21,686.84,187.030671,1.0,0.916667,0.916667,0.083333,1.0,57.0,12000.0,1341.195566,559.284909,0.0,12.0,0.2413374999997989,0.08060591692085563,2.398054273221986,50.80789472792844,0.017241379307372177,0.5368198498828367,1.0,0
C10889,910.072514,1.0,18.05,0.0,18.05,19.118837,0.083333,0.0,0.083333,0.083333,1.0,1.0,1000.0,233.886707,230.806229,0.0,12.0,0.018049999999819502,0.021008036948350163,1.0133465981538414,18.049999819500005,0.4999999975,0.17697824655273026,0.6333332,0
C10890,1374.460976,1.0,1990.81,0.0,1753.08,0.0,1.0,0.0,0.916667,0.0,0.0,31.0,5000.0,89.921689,662.1309155665515,0.0,12.0,0.39816199999920365,0.0,0.13580651029064328,64.21967739863881,0.0,0.5175323414401649,1.0,0
C10891,8.80954,0.272727,199.88,0.0,199.88,0.0,0.75,0.0,0.75,0.0,0.0,14.0,4000.0,89.921689,98.57040132956354,0.0,12.0,0.04996999999987507,0.0,0.9122585256625899,14.277142846944896,0.0,0.5993392845000016,0.6818181000000001,0
C10892,268.493643,1.0,3999.92,2675.0,1617.38,0.0,1.0,0.25,1.0,0.0,0.0,31.0,12000.0,3552.167671,78.898037,0.375,12.0,0.3333266666663889,0.0,45.022256644354506,129.02967737773236,0.0,0.7432876589250056,1.0,0
C10893,1827.200326,1.0,1325.27,1161.66,163.61,0.0,0.75,0.5,0.416667,0.0,0.0,21.0,4000.0,666.371943,531.303374,0.0,12.0,0.3313174999991717,0.0,1.2542211768213951,63.108095208043764,0.0,0.46295997555034263,0.9000000000000001,0
C10894,1029.66874,1.0,1448.59,1229.0,219.59,1070.165399,0.666667,0.25,0.5,0.166667,2.0,18.0,1200.0,3008.279166,1054.339431,0.083333,12.0,1.2071583333232738,1.0393297935699268,2.8532359480459073,80.47722217751264,0.09999999995,0.3459160150171451,0.8666668,0
C10895,993.533549,1.0,851.68,0.0,851.68,1515.648089,0.833333,0.0,0.75,0.083333,4.0,12.0,1500.0,1660.242557,512.342306,0.0,12.0,0.5677866666628815,1.5255127423832417,3.2404947581424106,70.97333327418887,0.24999999984375,0.32629329024819964,0.9333332000000001,0
C10896,3150.679884,1.0,0.0,0.0,0.0,365.816939,0.0,0.0,0.0,0.416667,5.0,0.0,3500.0,819.246481,805.478131,0.0,12.0,0.0,0.11610730142930602,1.0170933877158599,0.0,0.9999999980000001,0.029941724829342986,0.6,0
C10897,5911.506531,1.0,463.0,74.0,389.0,3096.807933,0.583333,0.083333,0.416667,0.416667,15.0,7.0,12000.0,3024.60947,2760.115734,0.0,12.0,0.038583333333301176,0.5238610355507635,1.0958270454861447,66.14285704836735,0.6818181815082645,0.24766688227264383,0.8333332,0
C10898,1254.970145,1.0,769.34,769.34,0.0,2234.780695,0.166667,0.166667,0.0,0.333333,7.0,3.0,7000.0,89.921689,263.7312818368986,0.0,12.0,0.10990571428555729,1.7807441108347584,0.3409595114022211,256.44666581184447,0.6999999992999999,0.33621556542436254,0.6666668,0
C10899,2174.018945,1.0,377.1,177.62,199.48,388.849566,0.333333,0.083333,0.25,0.166667,2.0,5.0,2600.0,89.921689,2760.115734,0.0,12.0,0.1450384615379037,0.17886208714626053,0.03257895598071839,75.41999984916,0.2857142853061225,0.26343737460143574,0.7333331999999999,0
C10900,1076.029456,1.0,0.0,0.0,0.0,59.57182,0.0,0.0,0.0,0.083333,2.0,0.0,1200.0,239.407898,363.517186,0.0,12.0,0.0,0.05536262940319209,0.6585875639822271,0.0,0.999999995,0.030992637502241693,0.6,0
C10901,1444.365154,0.727273,780.14,69.9,710.24,3573.493609,0.416667,0.083333,0.25,0.25,6.0,5.0,9000.0,6083.426724,430.209133,0.285714,12.0,0.0866822222221259,2.474092925240468,14.14062663299757,156.027999687944,0.5454545449586776,0.5025037313791169,0.6848487,0
C10902,2767.545277,1.0,3480.24,2675.0,712.96,0.0,1.0,1.0,0.666667,0.0,0.0,57.0,12000.0,4062.447703,1082.201074,0.0,12.0,0.2900199999997583,0.0,3.753875135188104,61.05684209455143,0.0,0.5308113680750577,1.0,0
C10903,1382.310939,1.0,0.0,0.0,0.0,189.624301,0.0,0.0,0.0,0.5,6.0,0.0,1500.0,381.094555,462.715637,0.0,12.0,0.0,0.1371791943828553,0.8236042279931939,0.0,0.9999999983333333,0.02353781270184307,0.6,0
C10904,716.017731,1.0,0.0,0.0,0.0,3943.873219,0.0,0.0,0.0,0.166667,4.0,0.0,12000.0,232.136896,267.035943,0.0,12.0,0.0,5.508066418183322,0.8693095520527248,0.0,0.9999999975,0.2820995574750149,0.6,0
C10905,1890.397414,1.0,2493.67,358.0,1753.08,0.0,1.0,0.083333,1.0,0.0,0.0,26.0,3000.0,916.285608,494.455132,0.0,12.0,0.8312233333305626,0.0,1.8531218480334608,95.91038457849601,0.0,0.4109602586006301,1.0,0
C10906,1948.434315,1.0,324.3,324.3,0.0,1468.08356,0.166667,0.166667,0.0,0.166667,4.0,4.0,5000.0,89.921689,485.7335650459413,0.0,12.0,0.06485999999987029,0.7534683354170271,0.1851255409735661,81.0749997973125,0.49999999937499995,0.33309394128773384,0.6666668,0
C10907,44.910575,1.0,444.96,0.0,444.96,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,426.881014,170.607827,1.0,12.0,0.1483199999995056,0.0,2.5021185808490416,37.079999969099994,0.0,0.995508942500015,1.0,0
C10908,802.274379,0.636364,150.0,0.0,150.0,3714.01114,0.25,0.0,0.25,0.166667,2.0,3.0,6000.0,89.921689,645.283438646612,0.0,12.0,0.024999999999958333,4.629352796462302,0.1393522344029224,49.999999833333334,0.3999999992,0.4398862812900668,0.5909092,0
C10909,5911.506531,1.0,250.32,250.32,0.0,4447.636548,0.083333,0.083333,0.0,0.583333,10.0,1.0,7000.0,89.921689,1554.375577693732,0.0,12.0,0.035759999999948916,0.7523693875104469,0.057850683123084494,250.31999749680003,0.9090909082644627,0.07392244762102311,0.6333332,0
C10910,847.013195,0.833333,0.0,0.0,0.0,1159.447747,0.0,0.0,0.0,0.333333,5.0,0.0,1200.0,101.664939,196.261567,0.0,8.0,0.0,1.3688662158165212,0.5180073742854602,0.0,0.9999999980000001,0.08824670185176459,0.4499999,0
C10911,1843.308668,1.0,89.66,89.66,0.0,126.156551,0.2,0.2,0.0,0.583333,6.0,5.0,2000.0,375.878055,397.759846,0.0,10.0,0.04482999999977585,0.06844027437694207,0.9449874309096302,17.931999964136,0.5454545449586776,0.1598673363137792,0.63,0
C10912,21.681508,1.0,299.04,0.0,299.04,0.0,1.0,0.0,1.0,0.0,0.0,12.0,7500.0,320.616627,188.367946,0.916667,12.0,0.03987199999994684,0.0,1.7020763552997453,24.919999979233335,0.0,0.9657995396800012,1.0,0
C10913,3558.685862,1.0,1036.19,1036.19,0.0,3270.549354,0.25,0.25,0.0,0.5,11.0,6.0,7300.0,1616.614478,1100.977131,0.0,12.0,0.14194383561624394,0.9190328904593856,1.4683451930713323,172.69833304550278,0.6470588231487889,0.25963498886378283,0.7,0
C10914,5911.506531,1.0,0.0,0.0,0.0,4653.693195,0.0,0.0,0.0,0.583333,15.0,0.0,12000.0,6083.426724,2760.115734,0.0,12.0,0.0,0.7872262629818835,2.2040476959137396,0.0,0.9999999993333333,0.15221233692512318,0.6,0
C10915,902.099225,0.818182,3999.92,2675.0,406.64,0.0,0.416667,0.333333,0.25,0.0,0.0,12.0,8000.0,177.879919,258.715978,0.0,12.0,0.49998999999937505,0.0,0.6875490271927639,333.3266663888944,0.0,0.5661712790625423,0.7121214,0
C10916,1081.065726,1.0,554.85,262.4,292.45,952.424906,0.5,0.25,0.333333,0.166667,8.0,20.0,2100.0,1898.82812,382.716751,0.0,12.0,0.2642142857130276,0.8810055513601491,4.96144502426126,27.74249998612875,0.2857142856122449,0.35984775345991904,0.8,0
C10917,5911.506531,1.0,3999.92,2675.0,1753.08,0.0,1.0,0.583333,1.0,0.0,0.0,57.0,11500.0,4872.818088,2760.115734,0.0,12.0,0.34781913043448015,0.0,1.7654397704985314,70.17403507540807,0.0,0.4457867861479602,1.0,0
C10918,228.909884,1.0,2617.85,2426.43,191.42,0.0,1.0,0.916667,0.416667,0.0,0.0,35.0,1800.0,1774.318305,143.208454,0.7,12.0,1.4543611111030315,0.0,12.38975951012014,74.79571426434407,0.0,0.8418483526668785,1.0,0
C10919,1486.051056,1.0,716.98,217.06,499.92,273.531783,1.0,0.25,1.0,0.083333,1.0,17.0,1600.0,1477.151065,1306.468855,0.0,12.0,0.4481124999971993,0.18406620815197575,1.1306439180202987,42.17529409283806,0.05555555552469135,0.304698760344334,1.0,0
C10920,337.317432,1.0,3999.92,2675.0,1117.9,0.0,1.0,1.0,0.583333,0.0,0.0,27.0,3000.0,3690.904874,210.035264,1.0,12.0,1.3333066666622224,0.0,17.57278660513061,148.1451851303166,0.0,0.9662682568001124,1.0,0
C10921,2643.39225,1.0,965.84,737.79,228.05,0.0,1.0,0.75,0.666667,0.0,0.0,33.0,4300.0,771.299727,627.391113,0.0,12.0,0.22461395348784974,0.0,1.2293762391685426,29.267878779009735,0.0,0.4155772848841498,1.0,0
C10922,4007.029155,1.0,3999.92,2675.0,835.8,0.0,1.0,1.0,0.333333,0.0,0.0,22.0,6500.0,89.921689,1148.7260449708945,0.0,12.0,0.615372307691361,0.0,0.07827949004281136,181.81454537190248,0.0,0.41506019284643836,1.0,0
C10923,128.375213,0.727273,0.0,0.0,0.0,1897.551775,0.0,0.0,0.0,0.083333,2.0,0.0,9500.0,89.921689,274.87791055425674,0.0,12.0,0.0,14.78129407156027,0.3271331945714113,0.0,0.999999995,0.2959460474052674,0.5181819,0
C10924,2903.779416,1.0,360.3,112.61,247.69,3501.657389,0.416667,0.083333,0.333333,0.5,10.0,7.0,11500.0,3014.036186,662.40729,0.0,12.0,0.03133043478258145,1.2058964843175062,4.550125325393835,51.47142849789796,0.5882352937716263,0.3477786444946649,0.7666668,0
C10925,233.694622,1.0,1772.55,1352.55,420.0,0.0,1.0,1.0,0.75,0.0,0.0,29.0,1200.0,764.816144,227.726516,0.083333,12.0,1.4771249999876908,0.0,3.3584852453739518,61.12241377202675,0.0,0.5749095445004868,1.0,0
C10926,150.52492,1.0,1850.31,1815.31,35.0,0.0,1.0,1.0,0.083333,0.0,0.0,41.0,12000.0,1856.821119,192.520664,0.636364,12.0,0.1541924999998715,0.0,9.64478867008038,45.12951218411475,0.0,0.8507824770000032,1.0,0
C10927,3066.86081,1.0,84.65,0.0,84.65,0.0,0.75,0.0,0.75,0.0,0.0,9.0,8000.0,922.962087,711.596731,0.0,12.0,0.010581249999986775,0.0,1.2970296894000624,9.405555545104939,0.0,0.4849927196251438,0.9000000000000001,0
C10928,11.35774,0.555556,223.5,175.5,48.0,0.0,0.333333,0.222222,0.111111,0.0,0.0,4.0,12000.0,192.80601,95.228179,0.0,9.0,0.018624999999984477,0.0,2.02467391484776,55.8749998603125,0.0,0.5997160565000001,0.525,0
C10929,5911.506531,0.818182,407.86,307.8,100.06,4653.693195,0.083333,0.083333,0.083333,0.166667,2.0,5.0,12000.0,5722.548016,1746.966239,0.0,12.0,0.03398833333330501,0.7872262629818835,3.275706128839072,81.57199983685601,0.2857142853061225,0.3664980511332864,0.5787878,0
C10930,53.339006,1.0,315.48,0.0,315.48,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,193.699669,162.729509,0.0,12.0,0.31547999999684523,0.0,1.1903168035005673,26.289999978091668,0.0,0.5839982982001599,1.0,0
C10931,1917.203534,1.0,0.0,0.0,0.0,84.438672,0.0,0.0,0.0,0.083333,1.0,0.0,2000.0,468.617347,899.048237,0.0,12.0,0.0,0.044042622758674495,0.5212371569277519,0.0,0.9999999900000002,0.012419472901437833,0.6,0
C10932,361.588846,1.0,312.69,312.69,0.0,370.511697,0.25,0.25,0.0,0.166667,2.0,5.0,7500.0,867.628724,167.467416,0.0,12.0,0.04169199999994441,1.0246767871533107,5.180880822500965,62.537999874924,0.2857142853061225,0.4998221605681825,0.7,0
C10933,5878.663267,1.0,1230.08,1000.0,230.08,4653.693195,1.0,0.083333,1.0,0.583333,15.0,13.0,6500.0,2535.48125,2434.435407,0.0,12.0,0.18924307692278577,0.791624385277464,1.0415068901393056,94.62153838875265,0.5357142855229592,0.16796279432814504,1.0,0
C10934,5911.506531,1.0,0.0,0.0,0.0,2999.900367,0.0,0.0,0.0,0.25,3.0,0.0,12000.0,6083.426724,1927.887547,0.0,12.0,0.0,0.5074679950471876,3.1554883651979133,0.0,0.9999999966666667,0.15221233772512313,0.6,0
C10935,559.944819,0.818182,0.0,0.0,0.0,1379.58783,0.0,0.0,0.0,0.166667,3.0,0.0,3000.0,1964.825042,242.677632,0.142857,12.0,0.0,2.4637924723353173,8.096440639073961,0.0,0.9999999966666667,0.3011483191001866,0.5454546,0
C10936,79.625341,1.0,701.44,701.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,6000.0,89.921689,96.23487846107668,0.0,12.0,0.11690666666647183,0.0,0.9343981145778233,53.95692303541775,0.0,0.5960187329500066,1.0,0
C10937,1701.20332,1.0,302.0,0.0,302.0,796.570678,0.5,0.0,0.416667,0.083333,1.0,6.0,2000.0,784.873315,567.761469,0.0,12.0,0.15099999999924502,0.4682395505760697,1.382399753841302,50.33333324944444,0.14285714265306124,0.30196235920535747,0.8,0
C10939,993.662006,1.0,348.88,348.88,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1200.0,335.62347,255.439979,0.0,12.0,0.29073333333091056,0.0,1.313903451216855,87.21999978195,0.0,0.3515844985020701,0.7333331999999999,0
C10940,939.152528,1.0,3393.25,2675.0,77.66,0.0,0.25,0.25,0.083333,0.0,0.0,5.0,9000.0,2768.821579,267.093439,0.0,12.0,0.3770277777773588,0.0,10.366490428453899,678.6499986427,0.0,0.5686949157333681,0.7,0
C10941,5911.506531,1.0,205.89,110.0,95.89,3697.222827,0.416667,0.083333,0.416667,0.583333,11.0,12.0,9500.0,2404.231683,2364.114477,0.0,12.0,0.021672631578924552,0.6254281895157304,1.0169692315579988,17.15749998570208,0.47826086935727785,0.26984258558248686,0.7666668,0
C10942,2746.923673,1.0,0.0,0.0,0.0,4289.506847,0.0,0.0,0.0,0.333333,11.0,0.0,6500.0,2017.190799,622.503528,0.0,12.0,0.0,1.5615675415908743,3.24044878179003,0.0,0.999999999090909,0.1732189076729224,0.6,0
C10943,24.820164,0.727273,209.0,0.0,209.0,0.0,0.5,0.0,0.333333,0.0,0.0,6.0,1500.0,278.257109,153.048247,0.75,12.0,0.13933333333240444,0.0,1.8181005953097849,34.83333327527778,0.0,0.8950359672000332,0.7181819,0
C10944,31.702357,0.272727,1051.52,732.2,319.32,0.0,1.0,0.083333,1.0,0.0,0.0,16.0,4600.0,5384.409792,70.33964468764941,0.0,12.0,0.22859130434732916,0.0,76.54872035741084,65.719999958925,0.0,0.5979324549782654,0.7818181,0
C10945,1023.323593,1.0,253.37,196.37,57.0,0.0,0.916667,0.5,0.5,0.0,0.0,16.0,1200.0,463.956486,250.187987,0.0,12.0,0.21114166666490716,0.0,1.8544315078623486,15.835624990102733,0.0,0.3441691017521319,0.9666668,0
C10946,8.80954,0.272727,202.72,0.0,202.72,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,4500.0,89.921689,70.33964468764941,0.0,12.0,0.04504888888878878,0.0,1.2783927099223034,20.271999979727997,0.0,0.5994126973333347,0.7151513,0
C10947,1068.434064,1.0,27.0,0.0,27.0,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,1200.0,219.692369,310.32899,0.0,12.0,0.022499999999812503,0.0,0.7079337608546359,26.999999730000006,0.0,0.33289148400222585,0.6333332,0
C10949,5911.506531,1.0,3999.92,912.12,1753.08,0.0,1.0,0.583333,1.0,0.0,0.0,57.0,11000.0,3203.884297,2658.77669,0.0,12.0,0.36362909090876033,0.0,1.2050219595493556,70.17403507540807,0.0,0.4387770946092375,1.0,0
C10950,515.135703,1.0,2457.48,1272.5,1184.98,0.0,1.0,0.583333,1.0,0.0,0.0,57.0,7000.0,2858.180367,177.692271,0.25,12.0,0.3510685714280699,0.0,16.085001056906687,43.11368420296251,0.0,0.6779227555857459,1.0,0
C10951,8.80954,0.272727,26.62,0.0,26.62,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,4500.0,89.921689,70.33964468764941,0.090909,12.0,0.00591555555554241,0.0,1.2783927099223034,6.6549999833625,0.0,0.6357762973333346,0.5151513,0
C10952,542.051302,1.0,3999.92,721.46,1753.08,960.975083,1.0,0.416667,0.916667,0.083333,2.0,57.0,2500.0,5338.901791,173.182819,1.0,12.0,1.5999679999936003,1.7728489525559181,30.828126147384857,70.17403507540807,0.03389830507900029,0.9247843522365602,1.0,0
C10953,39.798993,0.454545,20.09,20.09,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,3200.0,89.921689,70.33964468764941,0.0,12.0,0.006278124999980381,0.0,1.2783927099223034,4.017999991964,0.0,0.5962688444062616,0.5696967,0
C10954,1894.11023,1.0,678.0,678.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,2000.0,992.569418,1111.413896,0.0,12.0,0.338999999998305,0.0,0.8930691091440784,56.49999995291666,0.0,0.31588346550142055,1.0,0
C10955,5911.506531,1.0,0.0,0.0,0.0,4653.693195,0.0,0.0,0.0,0.416667,15.0,0.0,11000.0,6083.426724,1596.893256,0.083333,12.0,0.0,0.7872262629818835,3.809538740992657,0.0,0.9999999993333333,0.1721102948092375,0.6,0
C10956,176.721561,1.0,1707.26,403.54,1303.72,0.0,0.916667,0.083333,0.833333,0.0,0.0,18.0,3300.0,89.921689,212.19375301961242,0.0,12.0,0.5173515151499475,0.0,0.4237716130476805,94.84777772508457,0.0,0.5839344035455032,0.9666668,0
C10957,4223.832142,1.0,0.0,0.0,0.0,3305.855177,0.0,0.0,0.0,0.5,15.0,0.0,4500.0,89.921689,2760.115734,0.0,12.0,0.0,0.7826672712961644,0.03257895598071839,0.0,0.9999999993333333,0.01841119073395907,0.6,0
C10958,55.741802,0.818182,963.35,300.0,663.35,0.0,0.75,0.083333,0.583333,0.0,0.0,11.0,12000.0,1062.303105,142.613239,0.7,12.0,0.08027916666659976,0.0,7.448839339000719,87.57727264765703,0.0,0.8786064549500012,0.8454546000000001,0
C10959,179.290727,1.0,2540.9,1234.77,1306.13,0.0,0.916667,0.833333,0.916667,0.0,0.0,30.0,5000.0,2478.954766,168.750901,1.0,12.0,0.5081799999989837,0.0,14.690023882320483,84.69666663843445,0.0,0.9892425563800216,0.9666668,0
C10960,634.825209,1.0,1478.36,1343.45,134.91,0.0,0.5,0.416667,0.166667,0.0,0.0,12.0,1200.0,1371.998686,336.282655,0.0,12.0,1.2319666666564002,0.0,4.079897269632301,123.19666656400275,0.0,0.44129369775132254,0.8,0
C10961,5911.506531,1.0,0.0,0.0,0.0,1163.462217,0.0,0.0,0.0,0.5,10.0,0.0,6500.0,1498.948148,1837.998855,0.0,12.0,0.0,0.19681314921954737,0.8155326886707145,0.0,0.9999999989999999,0.027161237331189015,0.6,0
C10962,1104.960744,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,293.890715,448.973668,0.0,12.0,0.03804166666634966,0.0,0.6545834108771256,45.64999954350001,0.0,0.32375981400230197,0.6333332,0
C10963,851.278168,0.727273,0.0,0.0,0.0,2037.036785,0.0,0.0,0.0,0.166667,3.0,0.0,3000.0,4998.620598,282.771821,0.111111,12.0,0.0,2.3929155727814586,17.677223211796722,0.0,0.9999999966666667,0.2593165842002837,0.5181819,0
C10965,914.222213,1.0,563.39,400.14,163.25,136.50351,0.916667,0.5,0.916667,0.333333,5.0,40.0,1000.0,89.921689,920.3286218967843,0.0,12.0,0.5633899999943661,0.1493110843922438,0.09770606591990545,14.084749996478811,0.11111111108641974,0.2924000027768167,0.9666668,0
C10966,3122.171879,1.0,974.3,712.3,262.0,189.408446,0.75,0.583333,0.416667,0.416667,5.0,21.0,3000.0,1520.760286,2019.977973,0.0,12.0,0.3247666666655841,0.060665605014692196,0.7528598362554875,46.39523807314512,0.19230769223372782,0.24230769232988164,0.9000000000000001,0
C10967,645.528692,1.0,0.0,0.0,0.0,4653.693195,0.0,0.0,0.0,0.083333,1.0,0.0,10000.0,89.921689,515.299488914374,0.0,12.0,0.0,7.2091190563655205,0.1745037418680557,0.0,0.9999999900000002,0.2806341422400193,0.6,0
C10968,1803.898764,1.0,562.01,63.6,498.41,0.0,1.0,0.083333,1.0,0.0,0.0,19.0,1800.0,2010.58964,2411.664639,0.0,12.0,0.3122277777760432,0.0,0.8336937099286561,29.57947366864238,0.0,0.3,1.0,0
C10969,330.273411,1.0,53.8,53.8,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,2500.0,429.112894,171.6492,0.0,12.0,0.02151999999991392,0.0,2.4999411239609652,8.966666651722221,0.0,0.5603671906801585,0.7,0
C10970,1168.040482,0.909091,1113.1,801.19,311.91,0.0,0.833333,0.416667,0.75,0.0,0.0,26.0,6500.0,4239.684074,563.283083,0.0,12.0,0.17124615384589037,0.0,7.526737801789677,42.81153844507248,0.0,0.5460904392923907,0.9060604999999999,0
C10971,4593.577983,1.0,0.0,0.0,0.0,393.742621,0.0,0.0,0.0,0.1,1.0,0.0,5250.0,1064.91324,1558.017969,0.0,10.0,0.0,0.08571588910786165,0.6835051078882423,0.0,0.9999999900000002,0.03750983254335705,0.55,0
C10972,391.179957,0.909091,3999.92,2675.0,398.32,0.0,0.833333,0.666667,0.416667,0.0,0.0,42.0,4500.0,6083.426724,889.95708,1.0,12.0,0.8888711111091359,0.0,6.835640572612382,95.23619045351519,0.0,0.973921336200058,0.9060604999999999,0
C10973,5911.506531,1.0,421.15,0.0,421.15,4653.693195,0.583333,0.0,0.583333,0.583333,11.0,7.0,12000.0,4131.495556,2760.115734,0.0,12.0,0.035095833333304086,0.7872262629818835,1.4968559126314633,60.164285628336735,0.611111110771605,0.2688790034936417,0.8333332,0
C10974,95.645669,0.272727,566.43,463.8,102.63,0.0,0.166667,0.166667,0.083333,0.0,0.0,3.0,9000.0,89.921689,199.884984,0.0,12.0,0.06293666666659672,0.0,0.44986715458076293,188.80999937063334,0.0,0.5968118110333369,0.44848489999999996,0
C10975,2072.457624,1.0,3999.92,2675.0,1753.08,0.0,1.0,1.0,1.0,0.0,0.0,57.0,12000.0,6083.426724,517.324081,0.333333,12.0,0.3333266666663889,0.0,11.759411454659126,70.17403507540807,0.0,0.6815217594000431,1.0,0
